name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating,total_sales,platform_group
VEXX,XB,2003,Platform,0.08,0.02,0.0,0.0,70.0,85.0,T,0.1,Xbox
F1 CAREER CHALLENGE,PS2,2003,Racing,0.05,0.04,0.0,0.01,70.0,77.0,E,0.09999999999999999,Playstation
PARIAH,XB,2005,Action,0.08,0.02,0.0,0.0,70.0,74.0,M,0.1,Xbox
CABELA'S OUTDOOR ADVENTURES,XB,2005,Sports,0.08,0.02,0.0,0.0,71.0,75.0,T,0.1,Xbox
FATAL FRAME 2 WII EDITION,Wii,2012,Action,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Nintendo
METAL SLUG 3,XB,2004,Shooter,0.08,0.02,0.0,0.0,76.0,51.0,T,0.1,Xbox
WORLD SERIES OF POKER TOURNAMENT OF CHAMPIONS 2007 EDITION,PSP,2006,Misc,0.1,0.0,0.0,0.01,71.0,75.0,,0.11,Playstation
MOTOCROSS MANIA 3,PS2,2004,Racing,0.05,0.04,0.0,0.01,71.0,75.0,T,0.09999999999999999,Playstation
SACRED 3,PS3,2014,Role-Playing,0.03,0.04,0.03,0.01,56.0,34.0,M,0.11,Playstation
YOOSTAR2,PS3,2011,Misc,0.04,0.04,0.0,0.02,54.0,75.0,T,0.1,Playstation
PRO YAKYUU FAMISTA DS 2009,DS,2009,Sports,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Nintendo
WINNING ELEVEN PRO EVOLUTION SOCCER 2007,X360,2006,Sports,0.09,0.0,0.0,0.01,79.0,65.0,E,0.09999999999999999,Xbox
BANJO-PILOT,GBA,2005,Racing,0.07,0.03,0.0,0.0,68.0,59.0,E,0.1,Nintendo
GALLOP RACER 2006,PS2,2005,Sports,0.02,0.02,0.06,0.01,69.0,83.0,E,0.11,Playstation
WASTELAND 2,PC,2015,Role-Playing,0.03,0.06,0.0,0.01,81.0,73.0,M,0.09999999999999999,PC
THE FIRST TEMPLAR,X360,2011,Action,0.06,0.04,0.0,0.01,52.0,63.0,T,0.11,Xbox
PATAPON 2,PSP,2008,Misc,0.0,0.03,0.06,0.01,81.0,83.0,E,0.09999999999999999,Playstation
DIGIMON STORY LOST EVOLUTION,DS,2010,Role-Playing,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Nintendo
FROGGER ANCIENT SHADOW,PS2,2005,Platform,0.05,0.04,0.0,0.01,54.0,40.0,E,0.09999999999999999,Playstation
PRINCESS DEBUT,DS,2008,Misc,0.1,0.0,0.0,0.01,71.0,74.0,E,0.11,Nintendo
PRO EVOLUTION SOCCER 2014,PC,2013,Action,0.0,0.1,0.0,0.01,74.0,44.0,E,0.11,PC
DESPICABLE ME THE GAME,PS2,2010,Platform,0.05,0.04,0.0,0.01,71.0,75.0,,0.09999999999999999,Playstation
METAL ARMS GLITCH IN THE SYSTEM,GC,2003,Shooter,0.08,0.02,0.0,0.0,83.0,93.0,T,0.1,Nintendo
ETRIAN ODYSSEY II HEROES OF LAGAARD,3DS,2014,Role-Playing,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Nintendo
THE BACHELOR THE VIDEOGAME,Wii,2010,Misc,0.1,0.0,0.0,0.01,71.0,75.0,,0.11,Nintendo
TOM CLANCY'S SPLINTER CELL CHAOS THEORY,GC,2005,Action,0.08,0.02,0.0,0.0,81.0,85.0,M,0.1,Nintendo
ESCAPE FROM MONKEY ISLAND,PS2,2001,Adventure,0.05,0.04,0.0,0.01,84.0,82.0,T,0.09999999999999999,Playstation
THE LORD OF THE RINGS CONQUEST,DS,2009,Action,0.09,0.01,0.0,0.01,61.0,78.0,E10+,0.10999999999999999,Nintendo
IMAGINE SOCCER CAPTAIN,DS,2009,Sports,0.1,0.0,0.0,0.01,71.0,75.0,E,0.11,Nintendo
MICKEY'S SPEEDWAY USA (WEEKLY JP SALES),N64,2000,Racing,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Nintendo
BRAIN QUEST GRADES 5 & 6,DS,2008,Misc,0.1,0.0,0.0,0.01,71.0,75.0,,0.11,Nintendo
WHO WANTS TO BE A MILLIONAIRE 3RD EDITION,Wii,2010,Misc,0.1,0.0,0.0,0.01,71.0,75.0,E,0.11,Nintendo
BOKU NO NATSUYASUMI PORTABLE MUSHI MUSHI HAKASE TO TEPPEN-YAMA NO HIMITSU!!,PSP,2006,Adventure,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Playstation
THE PENGUINS OF MADAGASCAR DR BLOWHOLE RETURNS - AGAIN!,DS,2011,Action,0.06,0.03,0.0,0.01,71.0,75.0,,0.09999999999999999,Nintendo
POWER RANGERS SUPER LEGENDS,DS,2007,Action,0.08,0.02,0.0,0.01,71.0,75.0,,0.11,Nintendo
MACROSS 30 GINGA O TSUNAGU UTAGOE,PS3,2013,Shooter,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Playstation
KIDOU SENSHI GUNDAM UC,PS3,2012,Action,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Playstation
GRETZKY NHL,PSP,2005,Sports,0.1,0.0,0.0,0.01,61.0,74.0,E,0.11,Playstation
CORVETTE EVOLUTION GT,DS,2008,Racing,0.1,0.0,0.0,0.01,71.0,75.0,E,0.11,Nintendo
MOMOTAROU DENTETSU 16,Wii,2007,Misc,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Nintendo
DROPSHIP UNITED PEACE FORCE,PS2,2002,Simulation,0.05,0.04,0.0,0.01,78.0,86.0,T,0.09999999999999999,Playstation
ROAD RASH JAILBREAK,GBA,2003,Racing,0.07,0.03,0.0,0.0,78.0,93.0,T,0.1,Nintendo
SYBERIA,XB,2003,Action,0.08,0.02,0.0,0.0,72.0,70.0,T,0.1,Xbox
THRILLVILLE OFF THE RAILS,PSP,2007,Strategy,0.09,0.0,0.0,0.01,72.0,6.0,E10+,0.09999999999999999,Playstation
CLOUDY WITH A CHANCE OF MEATBALLS,PS3,2009,Platform,0.09,0.01,0.0,0.01,66.0,60.0,E,0.10999999999999999,Playstation
G1 JOCKEY 3,PS2,2002,Sports,0.02,0.01,0.07,0.0,71.0,90.0,E,0.1,Playstation
FAMILY FUN FOOTBALL,Wii,2009,Sports,0.1,0.0,0.0,0.01,71.0,75.0,E,0.11,Nintendo
EXIT DS,DS,2008,Puzzle,0.09,0.0,0.01,0.01,64.0,67.0,E,0.10999999999999999,Nintendo
REVOLUTION X,PS,1995,Shooter,0.06,0.04,0.0,0.01,71.0,75.0,,0.11,Playstation
LITTLE BATTLERS EXPERIENCE W,3DS,2013,Role-Playing,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Nintendo
RIVIERA THE PROMISED LAND,GBA,2004,Role-Playing,0.07,0.03,0.0,0.0,76.0,92.0,T,0.1,Nintendo
BLADES OF TIME,X360,2012,Action,0.07,0.02,0.0,0.01,52.0,65.0,M,0.1,Xbox
YGGDRA UNION WE'LL NEVER FIGHT ALONE,PSP,2008,Role-Playing,0.05,0.0,0.04,0.01,73.0,79.0,T,0.09999999999999999,Playstation
TOP GUN COMBAT ZONES,GBA,2004,Simulation,0.07,0.03,0.0,0.0,71.0,75.0,,0.1,Nintendo
DUNGEON TRAVELERS 2 THE ROYAL LIBRARY & THE MONSTER SEAL,PSV,2014,Role-Playing,0.03,0.02,0.05,0.01,71.0,75.0,,0.11,Playstation
SESAME STREET READY SET GROVER!,Wii,2011,Misc,0.1,0.0,0.0,0.01,71.0,75.0,,0.11,Nintendo
BROOKTOWN HIGH SENIOR YEAR,PSP,2007,Simulation,0.09,0.0,0.0,0.01,51.0,75.0,T,0.09999999999999999,Playstation
BUJINGAI THE FORSAKEN CITY,PS2,2003,Fighting,0.05,0.04,0.0,0.01,72.0,75.0,T,0.09999999999999999,Playstation
DOKO DEMO ISSHO,PSP,2004,Misc,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Playstation
UNIVERSE AT WAR EARTH ASSAULT,X360,2008,Action,0.09,0.01,0.0,0.01,66.0,83.0,T,0.10999999999999999,Xbox
BARBIE IN THE 12 DANCING PRINCESSES,DS,2007,Adventure,0.09,0.01,0.0,0.01,71.0,75.0,E,0.10999999999999999,Nintendo
GEM QUEST 4 ELEMENTS,DS,2011,Puzzle,0.05,0.05,0.0,0.01,71.0,75.0,E,0.11,Nintendo
BEYOND GOOD & EVIL,XB,2003,Adventure,0.08,0.02,0.0,0.0,71.0,75.0,,0.1,Xbox
DEATH BY DEGREES,PS2,2005,Action,0.05,0.04,0.0,0.01,51.0,62.0,M,0.09999999999999999,Playstation
JUST IN TIME TRANSLATIONS,DS,2009,Misc,0.1,0.0,0.0,0.01,71.0,75.0,E,0.11,Nintendo
GOUKETUJI ICHIZOKU 2 CHOTTODAKE SAIKYOU DENSETSU,PS,1995,Fighting,0.0,0.0,0.1,0.01,71.0,75.0,,0.11,Playstation
VANDAL HEARTS II,PS,1999,Strategy,0.06,0.04,0.0,0.01,71.0,75.0,,0.11,Playstation
SAMURAI WARRIORS CHRONICLES 2ND,3DS,2012,Action,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Nintendo
ROME TOTAL WAR,PC,2004,Strategy,0.0,0.09,0.0,0.02,92.0,91.0,T,0.11,PC
TOARU MAJUTSU NO INDEX,PSP,2011,Adventure,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Playstation
DOOM 3,PC,2004,Shooter,0.05,0.04,0.0,0.01,87.0,76.0,M,0.09999999999999999,PC
WIREWAY,DS,2009,Adventure,0.1,0.0,0.0,0.01,62.0,75.0,E,0.11,Nintendo
ASTRO BOY THE VIDEO GAME,DS,2009,Action,0.09,0.0,0.0,0.01,34.0,75.0,E,0.09999999999999999,Nintendo
UTA NO PRINCE-SAMA MUSIC,PSP,2011,Misc,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Playstation
UNO / SKIP-BO / UNO FREEFALL,DS,2006,Misc,0.1,0.0,0.0,0.01,59.0,75.0,E,0.11,Nintendo
RIDE,XOne,2015,Racing,0.04,0.05,0.0,0.01,54.0,53.0,E,0.09999999999999999,Xbox
CULDCEPT DS,DS,2008,Strategy,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Nintendo
NASCAR THE GAME INSIDE LINE,X360,2012,Racing,0.09,0.0,0.0,0.01,72.0,34.0,E,0.09999999999999999,Xbox
HOW TO TRAIN YOUR DRAGON 2,PS3,2014,Adventure,0.03,0.06,0.0,0.02,71.0,75.0,E10+,0.11,Playstation
JU-ON THE GRUDGE,Wii,2009,Action,0.07,0.01,0.01,0.01,39.0,56.0,M,0.09999999999999999,Nintendo
YU-GI-OH! 5D'S WHEELIE BREAKERS,Wii,2009,Racing,0.09,0.01,0.0,0.01,71.0,75.0,,0.10999999999999999,Nintendo
COLIN MCRAE RALLY 04,XB,2004,Racing,0.08,0.02,0.0,0.0,84.0,81.0,E,0.1,Xbox
THE KING OF FIGHTERS DREAM MATCH 1999,DC,1999,Fighting,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Other
MONSTER JAM MAXIMUM DESTRUCTION,GBA,2002,Racing,0.07,0.03,0.0,0.0,58.0,75.0,E,0.1,Nintendo
FIFA STREET,XB,2005,Sports,0.08,0.02,0.0,0.0,60.0,80.0,E,0.1,Xbox
WEISS SCHWARZ PORTABLE,PSP,2011,Strategy,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Playstation
DORA'S BIG BIRTHDAY ADVENTURE,Wii,2010,Misc,0.09,0.01,0.0,0.01,71.0,75.0,E,0.10999999999999999,Nintendo
THE SIMS 4 CITY LIVING,PC,2016,Simulation,0.02,0.08,0.0,0.01,77.0,57.0,T,0.11,PC
KIRARIN * REVOLUTION MEZASE! IDOL QUEEN,DS,2007,Simulation,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Nintendo
DUNGEONS & DRAGONS TACTICS,PSP,2007,Strategy,0.09,0.0,0.0,0.01,71.0,75.0,,0.09999999999999999,Playstation
X-MEN CHILDREN OF THE ATOM,PS,1998,Fighting,0.06,0.04,0.0,0.01,71.0,75.0,,0.11,Playstation
HOT WHEELS STUNT TRACK CHALLENGE,XB,2004,Racing,0.08,0.02,0.0,0.0,63.0,62.0,E,0.1,Xbox
AMERICA'S NEXT TOP MODEL,DS,2008,Action,0.1,0.0,0.0,0.01,71.0,75.0,E10+,0.11,Nintendo
BLITZ THE LEAGUE II,X360,2008,Sports,0.08,0.01,0.0,0.01,68.0,72.0,M,0.09999999999999999,Xbox
MATH BLASTER IN THE PRIME ADVENTURE,DS,2009,Misc,0.09,0.0,0.0,0.01,71.0,75.0,E,0.09999999999999999,Nintendo
BLUE STINGER,DC,1999,Adventure,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Other
SHELLSHOCK,PS,1995,Action,0.06,0.04,0.0,0.01,71.0,75.0,,0.11,Playstation
MIAMI LAW,DS,2009,Adventure,0.09,0.0,0.0,0.01,56.0,88.0,T,0.09999999999999999,Nintendo
HOT WHEELS ULTIMATE RACING,PSP,2007,Action,0.09,0.0,0.0,0.01,60.0,75.0,E,0.09999999999999999,Playstation
CAPCOM VS SNK 2 EO,XB,2003,Fighting,0.08,0.02,0.0,0.0,80.0,87.0,T,0.1,Xbox
INAZUMA ELEVEN GO STRIKERS 2013,Wii,2012,Role-Playing,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Nintendo
METAL GEAR SOLID HD EDITION,PS3,2011,Action,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Playstation
HUNTER THE RECKONING,GC,2002,Action,0.08,0.02,0.0,0.0,70.0,76.0,M,0.1,Nintendo
DAITO GIKEN KOUSHIKI PACHI-SLOT SIMULATOR HIHOUDEN - OSSU! BANCHOU - YOSHIMUNE DS,DS,2007,Misc,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Nintendo
PICTOIMAGE,DS,2007,Puzzle,0.09,0.0,0.0,0.01,61.0,75.0,E,0.09999999999999999,Nintendo
URBAN CHAOS,PS,1999,Action,0.06,0.04,0.0,0.01,71.0,75.0,,0.11,Playstation
ALVIN AND THE CHIPMUNKS CHIPWRECKED,DS,2011,Misc,0.06,0.03,0.0,0.01,71.0,75.0,E10+,0.09999999999999999,Nintendo
CREEPER WORLD 3 ARC ETERNAL,Wii,2009,Strategy,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Nintendo
DS KAGEYAMA METHOD DENNOU HANPUKU - TADASHII KANJI KAKITORI-KUN,DS,2007,Misc,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Nintendo
PDC WORLD CHAMPIONSHIP DARTS PRO TOUR,PS3,2010,Sports,0.0,0.08,0.0,0.02,71.0,75.0,,0.1,Playstation
HEAVY FIRE AFGHANISTAN,Wii,2011,Shooter,0.09,0.0,0.0,0.01,71.0,75.0,T,0.09999999999999999,Nintendo
FREAKY FLYERS,PS2,2003,Racing,0.05,0.04,0.0,0.01,66.0,75.0,T,0.09999999999999999,Playstation
BATEN KAITOS ORIGINS,GC,2006,Role-Playing,0.06,0.02,0.02,0.0,75.0,89.0,T,0.1,Nintendo
E·O·E EVE OF EXTINCTION,PS2,2002,Fighting,0.04,0.03,0.02,0.01,57.0,72.0,T,0.1,Playstation
FOOTBALL MANAGER 2014,PSV,2013,Sports,0.0,0.08,0.0,0.02,71.0,75.0,,0.1,Playstation
DARK SUMMIT,XB,2001,Sports,0.08,0.02,0.0,0.0,71.0,75.0,T,0.1,Xbox
PENGUIN NO MONDAI THE WORLD,DS,2010,Adventure,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Nintendo
FLUSHED AWAY,DS,2006,Platform,0.09,0.0,0.0,0.01,71.0,75.0,,0.09999999999999999,Nintendo
NHL 2004,GC,2003,Sports,0.08,0.02,0.0,0.0,85.0,84.0,E,0.1,Nintendo
HAKUOUKI PORTABLE,PSP,2009,Adventure,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Playstation
SURF'S UP,X360,2007,Sports,0.09,0.0,0.0,0.01,61.0,61.0,E10+,0.09999999999999999,Xbox
MONKEY ISLAND SPECIAL EDITION COLLECTION,PS3,2011,Adventure,0.0,0.08,0.0,0.02,71.0,75.0,,0.1,Playstation
CABELA'S ADVENTURE CAMP,X360,2011,Misc,0.07,0.02,0.0,0.01,71.0,75.0,E,0.1,Xbox
X-MEN THE OFFICIAL GAME,XB,2006,Action,0.08,0.02,0.0,0.0,53.0,81.0,T,0.1,Xbox
RLH RUN LIKE HELL,PS2,2002,Shooter,0.05,0.04,0.0,0.01,58.0,82.0,M,0.09999999999999999,Playstation
DIGIMON ADVENTURE,PSP,2013,Role-Playing,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Playstation
BACKYARD BASEBALL '10,Wii,2009,Sports,0.09,0.0,0.0,0.01,71.0,75.0,E,0.09999999999999999,Nintendo
SCRIBBLENAUTS UNMASKED A DC COMICS ADVENTURE,WiiU,2013,Puzzle,0.09,0.0,0.0,0.01,71.0,63.0,E10+,0.09999999999999999,Nintendo
THE ANT BULLY,PS2,2006,Platform,0.05,0.04,0.0,0.01,52.0,42.0,E10+,0.09999999999999999,Playstation
CONFLICT GLOBAL TERROR,XB,2005,Shooter,0.08,0.02,0.0,0.0,62.0,79.0,M,0.1,Xbox
MINORITY REPORT EVERYBODY RUNS,GC,2002,Action,0.08,0.02,0.0,0.0,53.0,75.0,T,0.1,Nintendo
MONSTER RANCHER EVO,PS2,2005,Role-Playing,0.02,0.02,0.05,0.01,58.0,68.0,E10+,0.09999999999999999,Playstation
FOOTBALL DIRECTOR DS,DS,2008,Sports,0.0,0.1,0.0,0.0,71.0,75.0,,0.1,Nintendo
PROJECT HACKER KAKUSEI,DS,2006,Action,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Nintendo
SIMANIMALS AFRICA,DS,2009,Simulation,0.08,0.02,0.0,0.01,71.0,75.0,E,0.11,Nintendo
KARAOKE REVOLUTION,PS3,2009,Misc,0.07,0.02,0.0,0.01,66.0,75.0,T,0.1,Playstation
TERRARIA,PSV,2013,Action,0.0,0.01,0.09,0.0,85.0,78.0,T,0.09999999999999999,Playstation
GUITAR HERO VAN HALEN,PS2,2009,Misc,0.05,0.04,0.0,0.01,71.0,75.0,T,0.09999999999999999,Playstation
THE WHISPERED WORLD,PC,2009,Adventure,0.0,0.08,0.0,0.02,70.0,76.0,E,0.1,PC
OLYMPIC SUMMER GAMES ATLANTA 1996,PS,1996,Sports,0.06,0.04,0.0,0.01,71.0,75.0,,0.11,Playstation
DISNEY'S THE HAUNTED MANSION,GC,2003,Platform,0.08,0.02,0.0,0.0,71.0,75.0,,0.1,Nintendo
TATSUNOKO VS CAPCOM CROSS GENERATION OF HEROES,Wii,2008,Fighting,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Nintendo
ALVIN AND THE CHIPMUNKS CHIPWRECKED,X360,2011,Misc,0.09,0.01,0.0,0.01,71.0,51.0,E10+,0.10999999999999999,Xbox
WATER SPORTS,Wii,2009,Action,0.05,0.04,0.0,0.01,71.0,75.0,E,0.09999999999999999,Nintendo
AGATHA CHRISTIE THE ABC MURDERS,DS,2009,Adventure,0.08,0.01,0.0,0.01,53.0,65.0,T,0.09999999999999999,Nintendo
KORG DS-10 SYNTHESIZER PLUS,DS,2009,Misc,0.07,0.0,0.02,0.01,71.0,75.0,,0.1,Nintendo
DARIUS GAIDEN,SAT,1995,Shooter,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Other
HELP WANTED 50 WACKY JOBS,Wii,2008,Simulation,0.06,0.03,0.0,0.01,65.0,70.0,E10+,0.09999999999999999,Nintendo
ALL KAMEN RIDER RIDER GENERATION 2,DS,2012,Action,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Nintendo
BEACH SPIKERS VIRTUA BEACH VOLLEYBALL,GC,2002,Sports,0.08,0.02,0.0,0.0,76.0,81.0,E,0.1,Nintendo
DRAGLADE,DS,2007,Fighting,0.09,0.0,0.0,0.01,71.0,75.0,E10+,0.09999999999999999,Nintendo
SCRIBBLENAUTS UNMASKED A DC COMICS ADVENTURE,3DS,2013,Puzzle,0.09,0.0,0.0,0.01,68.0,62.0,E10+,0.09999999999999999,Nintendo
FALLOUT 3 GAME ADD-ON PACK THE PITT AND OPERATION ANCHORAGE,X360,2009,Role-Playing,0.09,0.0,0.0,0.01,71.0,75.0,M,0.09999999999999999,Xbox
YOU DON'T KNOW JACK MOCK 2,PS,2000,Misc,0.06,0.04,0.0,0.01,82.0,75.0,E,0.11,Playstation
3D TANK WARFARE SIMULATOR PANZER FRONT,PS,1999,Simulation,0.06,0.04,0.0,0.01,71.0,75.0,,0.11,Playstation
JADE COCOON 2,PS2,2001,Role-Playing,0.05,0.04,0.0,0.01,76.0,78.0,T,0.09999999999999999,Playstation
LORD OF APOCALYPSE,PSV,2011,Role-Playing,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Playstation
IGOR THE GAME,Wii,2008,Adventure,0.09,0.0,0.0,0.01,71.0,75.0,E,0.09999999999999999,Nintendo
KABUSHIKI BAIBAI TRAINER KABUTORE!,DS,2006,Simulation,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Nintendo
DANCING ON ICE,Wii,2010,Sports,0.0,0.09,0.0,0.01,71.0,75.0,,0.09999999999999999,Nintendo
MANA KHEMIA STUDENT ALLIANCE,PSP,2008,Role-Playing,0.06,0.0,0.03,0.01,41.0,53.0,E10+,0.09999999999999999,Playstation
THE DESTINY OF ZORRO,Wii,2009,Action,0.09,0.0,0.0,0.01,71.0,75.0,E10+,0.09999999999999999,Nintendo
SWORD & SORCERY,SAT,1996,Role-Playing,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Other
VAN HELSING,GBA,2004,Action,0.07,0.03,0.0,0.0,33.0,63.0,T,0.1,Nintendo
BEE MOVIE GAME,PS2,2007,Action,0.05,0.04,0.0,0.01,65.0,75.0,E,0.09999999999999999,Playstation
RESIDENT EVIL REVELATIONS 2,PSV,2015,Action,0.0,0.03,0.07,0.01,65.0,78.0,M,0.11,Playstation
RECORD OF AGAREST WAR ZERO,X360,2010,Strategy,0.09,0.0,0.0,0.01,71.0,68.0,T,0.09999999999999999,Xbox
HOP,DS,2011,Platform,0.08,0.01,0.0,0.01,71.0,75.0,,0.09999999999999999,Nintendo
USA TODAY PUZZLE CRAZE,DS,2009,Puzzle,0.09,0.0,0.0,0.01,71.0,75.0,E,0.09999999999999999,Nintendo
MACHI-ING MAKER 3 X TOUSOUCHUU,PSP,2010,Simulation,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Playstation
TRUTH OR LIES,Wii,2010,Misc,0.04,0.05,0.0,0.01,71.0,75.0,T,0.09999999999999999,Nintendo
KELLY SLATER'S PRO SURFER,XB,2002,Sports,0.08,0.02,0.0,0.0,80.0,80.0,E,0.1,Xbox
SNK VS CAPCOM SVC CHAOS,XB,2004,Fighting,0.08,0.02,0.0,0.0,71.0,75.0,,0.1,Xbox
NFL TOUR,X360,2008,Sports,0.09,0.0,0.0,0.01,49.0,31.0,E,0.09999999999999999,Xbox
MASTER OF THE MONSTER LAIR,DS,2007,Role-Playing,0.09,0.0,0.0,0.01,56.0,75.0,E10+,0.09999999999999999,Nintendo
HARRY POTTER AND THE DEATHLY HALLOWS - PART 1,PC,2010,Action,0.08,0.02,0.0,0.01,37.0,41.0,T,0.11,PC
SUDOKU MANIA,DS,2006,Puzzle,0.09,0.0,0.0,0.01,25.0,35.0,E,0.09999999999999999,Nintendo
CODENAME KIDS NEXT DOOR OPERATION VIDEOGAME,PS2,2005,Platform,0.05,0.04,0.0,0.01,49.0,80.0,E10+,0.09999999999999999,Playstation
CHOUJIKUU YOUSAI MACROSS AI OBOETE IMASU KA,SAT,1997,Shooter,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Other
RESIDENT EVIL REVELATIONS 2,XOne,2015,Action,0.07,0.02,0.0,0.01,75.0,75.0,M,0.1,Xbox
THIEF (2014),PC,2014,Action,0.0,0.09,0.0,0.01,71.0,75.0,,0.09999999999999999,PC
VANISHING POINT,PS,2001,Racing,0.06,0.04,0.0,0.01,68.0,75.0,E,0.11,Playstation
DRAGONSEEDS,PS,1998,Action,0.03,0.02,0.04,0.01,71.0,75.0,,0.09999999999999999,Playstation
THE BARD'S TALE,XB,2004,Role-Playing,0.08,0.02,0.0,0.0,75.0,88.0,T,0.1,Xbox
NODAME CANTABILE,DS,2007,Misc,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Nintendo
THE HISTORY CHANNEL CIVIL WAR - SECRET MISSIONS,PS3,2008,Shooter,0.09,0.0,0.0,0.01,71.0,75.0,,0.09999999999999999,Playstation
ALIEN HOMINID,PS2,2004,Shooter,0.05,0.04,0.0,0.01,78.0,83.0,T,0.09999999999999999,Playstation
WORLD SNOOKER CHAMPIONSHIP 2007,PS3,2007,Sports,0.0,0.1,0.0,0.0,71.0,75.0,,0.1,Playstation
L'AIGLE DE GUERRE,GBA,2001,Strategy,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Nintendo
EARTH DEFENSE FORCE 20251 THE SHADOW OF NEW DESPAIR,PS4,2015,Action,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Playstation
LODE RUNNER 3-D,N64,1998,Action,0.08,0.02,0.0,0.0,71.0,75.0,,0.1,Nintendo
INDY RACING 2000,N64,2000,Racing,0.08,0.02,0.0,0.0,71.0,75.0,,0.1,Nintendo
GT64 CHAMPIONSHIP EDITION,N64,1998,Racing,0.08,0.02,0.0,0.0,71.0,75.0,,0.1,Nintendo
MILO'S ASTRO LANES,N64,1998,Sports,0.08,0.02,0.0,0.0,71.0,75.0,,0.1,Nintendo
JEOPARDY!,N64,1998,Misc,0.08,0.02,0.0,0.0,71.0,75.0,,0.1,Nintendo
DISNEY'S DONALD DUCK GOIN' QUACKERS,N64,2000,Platform,0.08,0.02,0.0,0.0,71.0,75.0,,0.1,Nintendo
AIDYN CHRONICLES THE FIRST MAGE,N64,2001,Role-Playing,0.08,0.02,0.0,0.0,71.0,75.0,,0.1,Nintendo
VIRTUAL POOL 64,N64,1998,Sports,0.08,0.02,0.0,0.0,71.0,75.0,,0.1,Nintendo
FLYING DRAGON,N64,1997,Fighting,0.08,0.02,0.0,0.0,71.0,75.0,,0.1,Nintendo
INTERNATIONAL SUPERSTAR SOCCER 64 (WEEKLY JP SALES),N64,1997,Sports,0.0,0.0,0.05,0.05,71.0,75.0,,0.1,Nintendo
GEKIDO,PS,1999,Fighting,0.06,0.04,0.0,0.01,71.0,75.0,,0.11,Playstation
MYST,DS,2007,Adventure,0.09,0.0,0.0,0.01,43.0,35.0,E,0.09999999999999999,Nintendo
SWORD ART ONLINE LOST SONG,PS3,2015,Role-Playing,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Playstation
DISNEY'S THE JUNGLE BOOK,GBA,2002,Platform,0.07,0.03,0.0,0.0,60.0,75.0,E,0.1,Nintendo
PUSS IN BOOTS,DS,2011,Action,0.08,0.01,0.0,0.01,71.0,75.0,E,0.09999999999999999,Nintendo
TOM CLANCY'S GHOST RECON PREDATOR,PSP,2010,Shooter,0.07,0.02,0.0,0.02,54.0,75.0,T,0.11000000000000001,Playstation
MURDERED SOUL SUSPECT,X360,2014,Action,0.06,0.03,0.0,0.01,71.0,72.0,M,0.09999999999999999,Xbox
ARMY MEN WORLD WAR TEAM ASSAULT,PS,2001,Action,0.06,0.04,0.0,0.01,71.0,75.0,,0.11,Playstation
DECA SPORTS DS,DS,2009,Sports,0.07,0.02,0.0,0.01,57.0,75.0,E,0.1,Nintendo
NAIL'D,X360,2010,Racing,0.08,0.02,0.0,0.01,64.0,71.0,E10+,0.11,Xbox
