name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating,total_sales,platform_group
NO RULES GET PHAT,GBA,2001,Action,0.03,0.01,0.0,0.0,71.0,75.0,,0.04,Nintendo
STAR OCEAN 5 INTEGRITY AND FAITHLESSNESS,PS3,2016,Role-Playing,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
BROTHERS A TALE OF TWO SONS,XOne,2015,Adventure,0.03,0.01,0.0,0.0,81.0,89.0,T,0.04,Xbox
NHL LEGACY,PS3,2015,Action,0.03,0.0,0.0,0.01,71.0,75.0,,0.04,Playstation
BATTLE RAGE,Wii,2008,Shooter,0.04,0.0,0.0,0.0,71.0,75.0,,0.04,Nintendo
ATTACK OF THE MOVIES 3D,X360,2010,Shooter,0.04,0.0,0.0,0.0,38.0,17.0,T,0.04,Xbox
IGOR THE GAME,DS,2008,Adventure,0.04,0.0,0.0,0.0,43.0,75.0,E,0.04,Nintendo
ZOMBI DAISUKI,DS,2011,Action,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Nintendo
DORAEMON SHIN NOBITA NO DAIMAKYOU PEKO TO 5-NIN NO TANKENTA,3DS,2014,Action,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Nintendo
NEGIMA!? CHOU MAHORA TAISEN KATTOIIN KEIYAKU SHIKKOU DECHAI MASUU,DS,2006,Adventure,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Nintendo
SEA MONSTERS A PREHISTORIC ADVENTURE,Wii,2007,Adventure,0.04,0.0,0.0,0.0,71.0,75.0,E10+,0.04,Nintendo
GET UP AND DANCE,PS3,2011,Misc,0.03,0.0,0.0,0.0,71.0,75.0,T,0.03,Playstation
SECRET FILES TUNGUSKA,PC,2006,Adventure,0.0,0.04,0.0,0.0,66.0,74.0,T,0.04,PC
THE MONKEY KING THE LEGEND BEGINS,Wii,2007,Shooter,0.04,0.0,0.0,0.0,71.0,75.0,E,0.04,Nintendo
THE INVINCIBLE IRON MAN,GBA,2002,Action,0.03,0.01,0.0,0.0,68.0,75.0,E,0.04,Nintendo
NASCAR 07,XB,2006,Racing,0.03,0.01,0.0,0.0,72.0,70.0,E,0.04,Xbox
DANCE DANCE REVOLUTION DISNEY MIX,PS,2000,Simulation,0.02,0.02,0.0,0.0,74.0,83.0,E,0.04,Playstation
CASUAL MANIA!,DS,2010,Puzzle,0.04,0.0,0.0,0.0,71.0,75.0,E,0.04,Nintendo
MAKEN SHAO DEMON SWORD,PS2,2001,Action,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
SCALER,XB,2004,Platform,0.03,0.01,0.0,0.0,69.0,75.0,E,0.04,Xbox
SUPER ROBOT TAISEN OG INFINITE BATTLE,PS3,2013,Fighting,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
BEATMANIA IIDX 16 EMPRESS + PREMIUM BEST,PS2,2009,Simulation,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
EMERGENCY ROOM REAL LIFE RESCUES,DS,2009,Simulation,0.04,0.0,0.0,0.0,71.0,75.0,T,0.04,Nintendo
FIFA SOCCER 2003 (WEEKLY JP SALES),PS2,2002,Sports,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
HIGH HEAT BASEBALL 2002,PS,2001,Sports,0.02,0.02,0.0,0.0,71.0,75.0,,0.04,Playstation
NITROPLUS BLASTERZ HEROINES INFINITE DUEL,PS4,2015,Fighting,0.01,0.0,0.02,0.0,70.0,69.0,T,0.03,Playstation
PUYO POP FEVER,PSP,2004,Puzzle,0.0,0.0,0.04,0.0,68.0,75.0,,0.04,Playstation
THRILLVILLE OFF THE RAILS,DS,2007,Strategy,0.03,0.01,0.0,0.0,59.0,62.0,E,0.04,Nintendo
HANA TO IKIMO NO RITTAI ZUKAN,3DS,2011,Misc,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Nintendo
BLOODY ROAR EXTREME,XB,2003,Fighting,0.03,0.01,0.0,0.0,61.0,86.0,T,0.04,Xbox
SPLIT/SECOND,PC,2010,Racing,0.0,0.04,0.0,0.01,79.0,82.0,E10+,0.05,PC
TENNIS MASTERS SERIES 2003,XB,2002,Sports,0.03,0.01,0.0,0.0,67.0,75.0,E,0.04,Xbox
RESIDENT EVIL 6,PC,2012,Shooter,0.0,0.04,0.0,0.0,69.0,59.0,M,0.04,PC
AMAGAMI,PSV,2014,Adventure,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
DEAD HEAD FRED,PSP,2007,Action,0.04,0.0,0.0,0.0,75.0,73.0,M,0.04,Playstation
MLB SLUGFEST 20-04,GC,2003,Sports,0.03,0.01,0.0,0.0,76.0,75.0,E,0.04,Nintendo
POCKET POOL,PSP,2007,Action,0.04,0.0,0.0,0.0,37.0,75.0,M,0.04,Playstation
JISSEN PACHISLOT HISSHOUHOU! HOKUTO NO KEN DS,DS,2005,Misc,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Nintendo
LISE NO ATELIER ORDRE NO RENKINJUTSUSHI,DS,2007,Role-Playing,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Nintendo
MYTH MAKERS TRIXIE IN TOYLAND,Wii,2008,Platform,0.04,0.0,0.0,0.0,71.0,2.0,E,0.04,Nintendo
ARCANA HEART 3,PSV,2014,Fighting,0.02,0.0,0.02,0.01,71.0,75.0,,0.05,Playstation
TORINO 2006,XB,2006,Sports,0.03,0.01,0.0,0.0,71.0,75.0,,0.04,Xbox
AMNESIA,PSP,2011,Adventure,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
TABI NO YUBISASHI KAIWACHOU DS DS SERIES 5 DEUTSCH,DS,2006,Misc,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Nintendo
METAL SLUG 4 & 5,XB,2005,Shooter,0.03,0.01,0.0,0.0,71.0,75.0,,0.04,Xbox
GREAT BATTLE FULL BLAST,PSP,2012,Action,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
RIDE TO HELL,PS3,2013,Racing,0.02,0.01,0.0,0.01,13.0,10.0,M,0.04,Playstation
NEED FOR SPEED PROSTREET,PC,2007,Racing,0.0,0.04,0.0,0.01,70.0,59.0,E10+,0.05,PC
DIGIMON RUMBLE ARENA 2,GC,2004,Fighting,0.03,0.01,0.0,0.0,71.0,81.0,T,0.04,Nintendo
NCIS,PC,2011,Adventure,0.01,0.02,0.0,0.01,71.0,75.0,T,0.04,PC
DOKI DOKI! PRECURE NARIKIRI LIFE!,3DS,2013,Action,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Nintendo
GRAVITY FALLS LEGEND OF THE GNOME GEMULETS,3DS,2015,Action,0.03,0.0,0.0,0.0,46.0,58.0,E,0.03,Nintendo
RODEA THE SKY SOLDIER,3DS,2015,Action,0.03,0.0,0.0,0.0,45.0,56.0,E10+,0.03,Nintendo
MAJOR LEAGUE BASEBALL 2K12,PC,2012,Sports,0.04,0.0,0.0,0.0,71.0,57.0,E,0.04,PC
WATASHI NO RELAXUMA,DS,2007,Simulation,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Nintendo
PHANTOM KINGDOM PORTABLE,PSP,2011,Role-Playing,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
PAC-MAN WORLD RALLY,PSP,2006,Racing,0.04,0.0,0.0,0.0,51.0,75.0,E,0.04,Playstation
WAY OF THE SAMURAI 2 PORTABLE,PSP,2009,Action,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
CHALLENGE ME MATHS WORKOUT,DS,2009,Puzzle,0.04,0.0,0.0,0.0,71.0,75.0,,0.04,Nintendo
CODE GEASS HANGYAKU NO LELOUCH R2 - BANJOU NO GEASS GEKIJOU,DS,2008,Misc,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Nintendo
HELLBOY THE SCIENCE OF EVIL,PSP,2008,Action,0.04,0.0,0.0,0.0,42.0,71.0,T,0.04,Playstation
MORTIMER BECKETT AND THE SECRETS OF SPOOKY MANOR,Wii,2008,Puzzle,0.04,0.0,0.0,0.0,56.0,75.0,E,0.04,Nintendo
LITTLE BUSTERS! CONVERTED EDITION,PSP,2010,Adventure,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
UNISON REBELS OF RHYTHM & DANCE,PS2,2000,Misc,0.02,0.02,0.0,0.01,71.0,75.0,,0.05,Playstation
TENNIS NO OJI-SAMA DOKIDOKI SURVIVAL - UMIBE NO SECRET,PS2,2007,Sports,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
WTF WORK TIME FUN,PSP,2005,Puzzle,0.04,0.0,0.0,0.0,71.0,75.0,,0.04,Playstation
THE SIMS DELUXE,PC,2002,Simulation,0.01,0.02,0.0,0.01,92.0,82.0,T,0.04,PC
FASHION WEEK JR DESIGNER,DS,2009,Simulation,0.04,0.0,0.0,0.0,71.0,75.0,E,0.04,Nintendo
DARK HALF,SNES,1996,Role-Playing,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Nintendo
HORSES 3D,3DS,2012,Misc,0.04,0.0,0.0,0.0,71.0,63.0,E,0.04,Nintendo
LEGO INDIANA JONES THE ORIGINAL ADVENTURES,PC,2008,Action,0.02,0.02,0.0,0.0,78.0,77.0,E10+,0.04,PC
BULLET GIRLS 2,PSV,2016,Action,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
THE SIMS 2 PETS,PC,2006,Simulation,0.01,0.02,0.0,0.01,76.0,77.0,T,0.04,PC
DEADLIEST WARRIOR ANCIENT COMBAT,X360,2012,Fighting,0.04,0.0,0.0,0.0,37.0,63.0,M,0.04,Xbox
ZOO QUEST PUZZLE FUN!,DS,2008,Puzzle,0.04,0.0,0.0,0.0,71.0,75.0,,0.04,Nintendo
CIVILIZATION BEYOND EARTH RISING TIDE,PC,2015,Strategy,0.0,0.04,0.0,0.0,71.0,75.0,,0.04,PC
HAYATE NO GOTOKU! OJOUSAMA PRODUCE DAISAKUSEN BOKU IRO NI SOMARE! GAKKOU-HEN,DS,2008,Simulation,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Nintendo
NOBUNAGA'S AMBITION SPHERE OF INFLUENCE - SENGOKU RISSHIDEN,PSV,2016,Misc,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
SHUKUFUKU NO CAMPANELLA PORTABLE,PSP,2010,Adventure,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
THE KORE GANG,Wii,2010,Platform,0.04,0.0,0.0,0.0,70.0,86.0,E10+,0.04,Nintendo
NATIONAL GEOGRAPHIC CHALLENGE!,PS3,2011,Misc,0.01,0.03,0.0,0.01,71.0,75.0,,0.05,Playstation
DUKE NUKEM TRILOGY CRITICAL MASS,DS,2011,Shooter,0.04,0.0,0.0,0.0,71.0,75.0,,0.04,Nintendo
BEASTLY FRANTIC FOTO,DS,2011,Puzzle,0.04,0.0,0.0,0.0,71.0,75.0,E,0.04,Nintendo
CHAOSHEAD - LOVE CHU*CHU!,PSP,2011,Adventure,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
YOURSELF FITNESS,PS2,2005,Sports,0.02,0.02,0.0,0.01,71.0,75.0,,0.05,Playstation
RUGBY CHALLENGE 3,PS4,2016,Sports,0.0,0.04,0.0,0.01,64.0,68.0,E,0.05,Playstation
DUNGEON RAIDERS,DS,2009,Role-Playing,0.04,0.0,0.0,0.0,71.0,75.0,E10+,0.04,Nintendo
ROMANCE OF THE THREE KINGDOMS 13,PS3,2015,Action,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
BLOOD BOWL,PC,2009,Sports,0.02,0.02,0.0,0.0,72.0,65.0,T,0.04,PC
PORT ROYALE 2,PC,2004,Strategy,0.0,0.03,0.0,0.01,75.0,77.0,T,0.04,PC
STAR TREK SHATTERED UNIVERSE,XB,2004,Simulation,0.03,0.01,0.0,0.0,41.0,40.0,E,0.04,Xbox
COMPANY OF HEROES TALES OF VALOR,PC,2009,Strategy,0.0,0.03,0.0,0.01,70.0,72.0,M,0.04,PC
12RIVEN THE PSI-CLIMINAL OF INTEGRAL,PS2,2008,Adventure,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
BATTLE SPIRITS DIGITAL STARTER,DS,2010,Role-Playing,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Nintendo
FARM FRENZY 3,PC,2009,Strategy,0.0,0.03,0.0,0.01,71.0,75.0,E,0.04,PC
GUILTY GEAR XX ACCENT CORE,Wii,2007,Fighting,0.03,0.0,0.0,0.0,75.0,84.0,T,0.03,Nintendo
LIONEL TRAINS ON TRACK,DS,2006,Action,0.04,0.0,0.0,0.0,47.0,75.0,E,0.04,Nintendo
WARJETZ,PS2,2001,Shooter,0.02,0.02,0.0,0.01,59.0,55.0,T,0.05,Playstation
BREEDING STUD 2,PS,1998,Sports,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
BANUSHI LIFE GAME WINNER'S CIRCLE,DS,2007,Sports,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Nintendo
STELLARIS,PC,2016,Strategy,0.0,0.04,0.0,0.0,78.0,80.0,,0.04,PC
GAKUEN HETALIA PORTABLE,PSP,2011,Adventure,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
CATWOMAN,GBA,2004,Action,0.03,0.01,0.0,0.0,61.0,75.0,T,0.04,Nintendo
DEVIL MAY CRY 4,PC,2008,Action,0.01,0.02,0.0,0.01,78.0,85.0,M,0.04,PC
CHIBI MARUKO-CHAN DS MARU-CHAN NO MACHI,DS,2009,Puzzle,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Nintendo
CAPCOM FIGHTING EVOLUTION,XB,2005,Fighting,0.03,0.01,0.0,0.0,61.0,75.0,T,0.04,Xbox
GRAY MATTER,X360,2011,Adventure,0.0,0.04,0.0,0.0,71.0,75.0,,0.04,Xbox
CALL OF DUTY MODERN WARFARE TRILOGY,X360,2016,Shooter,0.02,0.02,0.0,0.0,71.0,75.0,M,0.04,Xbox
RIDING STABLES THE WHITAKERS PRESENT MILTON AND FRIENDS,3DS,2011,Sports,0.0,0.04,0.0,0.0,71.0,75.0,,0.04,Nintendo
WORLD POKER TOUR,PSP,2006,Misc,0.04,0.0,0.0,0.0,68.0,75.0,T,0.04,Playstation
BARNYARD,Wii,2006,Action,0.04,0.0,0.0,0.0,65.0,57.0,E10+,0.04,Nintendo
PAWS & CLAWS REGAL RESORT,DS,2010,Simulation,0.04,0.0,0.0,0.0,71.0,75.0,,0.04,Nintendo
MAZES OF FATE DS,DS,2008,Role-Playing,0.04,0.0,0.0,0.0,71.0,75.0,T,0.04,Nintendo
NOVASTORM,PS,1995,Shooter,0.02,0.02,0.0,0.0,71.0,75.0,,0.04,Playstation
SHIREN THE WANDERER 4 - GOD'S EYE AND THE DEMON'S NAVEL,PSP,2012,Role-Playing,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
POPCAP ARCADE VOL 1,X360,2007,Puzzle,0.04,0.0,0.0,0.0,71.0,75.0,E,0.04,Xbox
TEST DRIVE FERRARI LEGENDS,PS3,2012,Racing,0.04,0.0,0.0,0.01,62.0,49.0,E,0.05,Playstation
HEROES OF MIGHT AND MAGIC V,PC,2006,Strategy,0.0,0.03,0.0,0.01,77.0,79.0,T,0.04,PC
DEAD BALL ZONE,PS,1998,Sports,0.02,0.02,0.0,0.0,71.0,75.0,,0.04,Playstation
NBA IN THE ZONE 2000,N64,2000,Sports,0.04,0.0,0.0,0.0,71.0,75.0,,0.04,Nintendo
WINNING POST WORLD 2010,PS3,2010,Sports,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
NBA IN THE ZONE '99,N64,1998,Sports,0.04,0.0,0.0,0.0,71.0,75.0,,0.04,Nintendo
DO-KONJOU SHOUGAKUSSEI BON BITA - HADAKA NO CHOUJOU KETSUSEN!! BITA VS DOKURO DEI!,DS,2010,Action,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Nintendo
WORLD SERIES BASEBALL,SAT,1994,Sports,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Other
HAUNTED CASINO,SAT,1996,Adventure,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Other
METAL GEAR SOLID DIGITAL GRAPHIC NOVEL,PSP,2006,Misc,0.02,0.0,0.02,0.0,78.0,72.0,M,0.04,Playstation
OU TO MAOU TO 7-NIN NO HIMEGIMITACHI SHIN OUSAMA MONOGATARI,PSV,2012,Action,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
AEON FLUX,PS2,2005,Action,0.02,0.02,0.0,0.01,66.0,58.0,T,0.05,Playstation
MLB 2K12 / NBA 2K12 COMBO PACK,X360,2012,Sports,0.04,0.0,0.0,0.0,71.0,75.0,,0.04,Xbox
AGE OF MYTHOLOGY THE TITANS,PC,2003,Strategy,0.02,0.02,0.0,0.0,84.0,87.0,T,0.04,PC
CHICKEN BLASTER,DS,2009,Shooter,0.04,0.0,0.0,0.0,71.0,75.0,E10+,0.04,Nintendo
SYK RENSHOUDEN PORTABLE,PSP,2011,Adventure,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
PSYCHO-PASS MANDATORY HAPPINESS,PS4,2016,Adventure,0.03,0.0,0.0,0.01,72.0,83.0,T,0.04,Playstation
ARCTIC TALE,Wii,2007,Adventure,0.04,0.0,0.0,0.0,71.0,75.0,E,0.04,Nintendo
VIRTUA TENNIS 4,PC,2011,Sports,0.0,0.03,0.0,0.01,66.0,73.0,E,0.04,PC
METAL MAX RETURNS,SNES,1995,Role-Playing,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Nintendo
SHATTERED UNION,XB,2005,Strategy,0.03,0.01,0.0,0.0,66.0,69.0,T,0.04,Xbox
MONSTER HIGH NEW GHOUL IN SCHOOL,PS3,2015,Action,0.0,0.03,0.0,0.01,71.0,75.0,E,0.04,Playstation
HANAONI YUME NO TSUDZUKI,PSP,2012,Action,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
MAT HOFFMAN'S PRO BMX 2,GC,2002,Sports,0.03,0.01,0.0,0.0,70.0,75.0,T,0.04,Nintendo
DEADLIEST WARRIOR ANCIENT COMBAT,PS3,2012,Fighting,0.04,0.0,0.0,0.0,71.0,75.0,M,0.04,Playstation
UNCHAINED BLADES,3DS,2011,Role-Playing,0.0,0.0,0.04,0.0,65.0,78.0,T,0.04,Nintendo
TERRARIA,XOne,2014,Action,0.0,0.04,0.0,0.0,84.0,77.0,T,0.04,Xbox
DOLLY KANON DOKIDOKI TOKIMEKI HIMITSU NO ONGAKU KATSUDOU START DESU!!,3DS,2014,Adventure,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Nintendo
COMPANY OF HEROES OPPOSING FRONTS,PC,2007,Strategy,0.01,0.03,0.0,0.01,87.0,86.0,M,0.05,PC
GAL*GUN,X360,2011,Shooter,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Xbox
BLACK & WHITE,PC,2001,Strategy,0.0,0.04,0.0,0.0,71.0,75.0,,0.04,PC
OOKAMI KAKUSHI,PSP,2009,Action,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
HAIKYU!! CROSS TEAM MATCH!,3DS,2016,Adventure,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Nintendo
GORMITI THE LORDS OF NATURE!,Wii,2010,Adventure,0.03,0.0,0.0,0.0,71.0,75.0,,0.03,Nintendo
NORTH AMERICAN HUNTING EXTRAVAGANZA 2,Wii,2010,Sports,0.03,0.0,0.0,0.0,71.0,75.0,,0.03,Nintendo
ZEN-NIPPON GT SENSHUKEN,SNES,1995,Racing,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Nintendo
MONACO GRAND PRIX,N64,1999,Racing,0.03,0.01,0.0,0.0,71.0,75.0,,0.04,Nintendo
WORMS ARMAGEDDON,N64,1999,Strategy,0.03,0.01,0.0,0.0,71.0,75.0,,0.04,Nintendo
RALLY CHALLENGE 2000,N64,1999,Racing,0.03,0.01,0.0,0.0,71.0,75.0,,0.04,Nintendo
LOONEY TUNES DUCK DODGERS STARRING DAFFY DUCK,N64,2000,Platform,0.03,0.01,0.0,0.0,71.0,75.0,,0.04,Nintendo
PD ULTRAMAN BATTLE COLLECTION 64,N64,1999,Strategy,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Nintendo
DEADLY ARTS,N64,1998,Fighting,0.03,0.01,0.0,0.0,71.0,75.0,,0.04,Nintendo
SUPERMAN COUNTDOWN TO APOKOLIPS,GBA,2003,Platform,0.03,0.01,0.0,0.0,47.0,57.0,E,0.04,Nintendo
SENGOKU MUSOU 3 Z SPECIAL,PSP,2012,Action,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
KIKOU HEIDAN J-PHOENIX 2,PS2,2003,Action,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
BEN 10 GALACTIC RACING,PSV,2012,Racing,0.02,0.01,0.0,0.01,71.0,38.0,E,0.04,Playstation
DRAGON'S LAIR 3D RETURN TO THE LAIR,GC,2002,Platform,0.03,0.01,0.0,0.0,71.0,75.0,,0.04,Nintendo
HARUKANARU TOKI NO NAKA DE 5,PSP,2011,Role-Playing,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
WORMS 4 MAYHEM,XB,2005,Strategy,0.03,0.01,0.0,0.0,69.0,92.0,T,0.04,Xbox
WINNING POST 7 2012,PSP,2012,Sports,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
RISE OF NATIONS,PC,2003,Strategy,0.01,0.02,0.0,0.01,89.0,90.0,T,0.04,PC
WHO WANTS TO BE A MILLIONAIRE 3RD EDITION,DS,2010,Misc,0.04,0.0,0.0,0.0,71.0,75.0,E,0.04,Nintendo
POINT BLANK 2,PS,1998,Shooter,0.02,0.02,0.0,0.0,71.0,75.0,,0.04,Playstation
SARU! GET YOU! PIPO SARU SENKI,PSP,2009,Role-Playing,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
MEN OF WAR VIETNAM,PC,2011,Strategy,0.0,0.03,0.0,0.01,68.0,49.0,T,0.04,PC
JLEAGUE PRO SOCCER CLUB O TSUKUROU! 8 EURO PLUS,PSP,2013,Sports,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
IMPERIAL GLORY,PC,2005,Strategy,0.0,0.04,0.0,0.0,69.0,84.0,T,0.04,PC
IMABIKISOU,PS3,2007,Adventure,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
HAKUOUKI REIMEIROKU PORTABLE,PSP,2011,Adventure,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
SEGA AGES 2500 SERIES VOL 33 FANTASY ZONE COMPLETE COLLECTION,PS2,2008,Shooter,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
ANTZ EXTREME RACING,PS2,2002,Racing,0.02,0.02,0.0,0.01,31.0,50.0,E,0.05,Playstation
MOTTO TOEIC TEST DS TRAINING,DS,2008,Misc,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Nintendo
SUPER ROBOT GAKUEN,DS,2009,Adventure,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Nintendo
ATELIER IRIS 3 GRAND PHANTASM (JP SALES),PS2,2006,Role-Playing,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
APE ESCAPE,PS3,2010,Platform,0.0,0.03,0.0,0.01,71.0,75.0,,0.04,Playstation
JOJO'S FASHION SHOW DESIGN IN A DASH!,DS,2009,Simulation,0.04,0.0,0.0,0.0,71.0,75.0,,0.04,Nintendo
MIKE TYSON BOXING,GBA,2002,Sports,0.03,0.01,0.0,0.0,44.0,75.0,E,0.04,Nintendo
THE LEGEND OF HEROES TRAILS IN THE SKY FIRST CHAPTER,PS3,2012,Role-Playing,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
GO DIEGO GO! SAFARI RESCUE,PS2,2008,Action,0.02,0.02,0.0,0.01,71.0,75.0,,0.05,Playstation
SYSTEM 3 PRESENTS FERRARI CHALLENGE TROFEO PIRELLI,DS,2008,Racing,0.03,0.0,0.0,0.0,71.0,75.0,,0.03,Nintendo
SAMURAI WARRIORS 2 EMPIRES,X360,2007,Action,0.03,0.0,0.01,0.0,53.0,85.0,T,0.04,Xbox
METAL SLUG XX,PSP,2009,Shooter,0.03,0.0,0.0,0.0,67.0,61.0,T,0.03,Playstation
CLANNAD,PS2,2006,Adventure,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
PATRICIAN IV,PC,2010,Strategy,0.03,0.0,0.0,0.0,66.0,64.0,E,0.03,PC
KATEKYOO HITMAN REBORN! BATTLE ARENA 2 - SPIRITS BURST,PSP,2009,Fighting,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
FISHERMAN'S CHALLENGE,PS2,2003,Sports,0.02,0.02,0.0,0.01,67.0,75.0,E,0.05,Playstation
MISSION IMPOSSIBLE - OPERATION SURMA,GBA,2003,Platform,0.03,0.01,0.0,0.0,42.0,75.0,T,0.04,Nintendo
AKKO NI OMAKASE! BRAIN SHOCK,DS,2006,Misc,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Nintendo
PLATINUM SUDOKU,DS,2007,Puzzle,0.03,0.01,0.0,0.0,71.0,75.0,E,0.04,Nintendo
RESIDENT EVIL REVELATIONS,PC,2013,Action,0.0,0.04,0.0,0.0,77.0,70.0,M,0.04,PC
KING OF FIGHTERS MAXIMUM IMPACT REGULATION A,PS2,2007,Fighting,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
DATE A LIVE RINE UTOPIA,PS3,2013,Adventure,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
DURARARA!! 3WAY STANDOFF ALLEY,PSP,2011,Adventure,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
GUMMY BEARS MINI GOLF,Wii,2010,Sports,0.04,0.0,0.0,0.0,71.0,75.0,,0.04,Nintendo
THE DA VINCI CODE,XB,2006,Action,0.03,0.01,0.0,0.0,52.0,28.0,T,0.04,Xbox
MONSTER BAND,DS,2008,Misc,0.04,0.0,0.0,0.0,71.0,75.0,E,0.04,Nintendo
FAMICOM MINI CLU CLU LAND,GBA,2004,Puzzle,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Nintendo
SUPER BLACK BASS FISHING,DS,2005,Sports,0.04,0.0,0.0,0.0,35.0,75.0,E,0.04,Nintendo
SACRED BLAZE,PS2,2009,Strategy,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
PAINKILLER HELL & DAMNATION,PS3,2013,Shooter,0.02,0.01,0.0,0.01,71.0,75.0,,0.04,Playstation
ROLLIN' RASCALS,DS,2009,Puzzle,0.04,0.0,0.0,0.0,71.0,75.0,E,0.04,Nintendo
HANERU NO TOBIRA DS TANSHUKU TETSUDOU NO YORU,DS,2007,Misc,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Nintendo
PURE PINBALL,XB,2004,Misc,0.03,0.01,0.0,0.0,68.0,85.0,E,0.04,Xbox
THOROUGHBRED BREEDER II PLUS,PS,1995,Simulation,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
HANAONI KOISOMERU KOKU - EIKYUU NO SHIRUSHI,PSP,2011,Adventure,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Playstation
ZAC TO OMBRA MABOROSHI NO YUUENCHI,DS,2010,Adventure,0.0,0.0,0.04,0.0,71.0,75.0,,0.04,Nintendo
